id,url,text,rating,time_created,user,restaurant_id
MJ6Ok9VPBiT6dqA173aG1g,https://www.yelp.com/biz/mitsuba-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=MJ6Ok9VPBiT6dqA173aG1g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Great set up and initially impressive selection of fresh fish etc. karaage chicken was 5*. Sushi/sashimi combo was odd. Ordered 20 pieces and got 18. Server...,3,2023-04-20 10:11:20,"{'id': 'AncvRQjxjbu4sFjnNcLL2Q', 'profile_url': 'https://www.yelp.com/user_details?userid=AncvRQjxjbu4sFjnNcLL2Q', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/181KucIcnkXoIMAdPh6INg/o.jpg', 'name': 'Alex R.'}",sl62Q73wKviAZRJUMy3ryw
dyLPwsV6a69811qtd99JVg,https://www.yelp.com/biz/mitsuba-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=dyLPwsV6a69811qtd99JVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Rude. Lacking common customer service skills. Like any restaurant lacking respect across the bored. Only focused on group of customers (talk about trying to...,2,2016-03-04 06:17:21,"{'id': 'LO_uLZ2ya4VC4JSXqzSFKA', 'profile_url': 'https://www.yelp.com/user_details?userid=LO_uLZ2ya4VC4JSXqzSFKA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/AByTgFq8HnRrbwf0gq63jw/o.jpg', 'name': 'Clari B.'}",sl62Q73wKviAZRJUMy3ryw
Dl7qb-tA8YKfuQyLXIth3g,https://www.yelp.com/biz/mitsuba-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Dl7qb-tA8YKfuQyLXIth3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,One of the best japanese restrants in town. Unique assortment of dishes using local fish.,5,2018-07-09 14:13:38,"{'id': 'hLjAAlFrOfFk9zhoXpe6zQ', 'profile_url': 'https://www.yelp.com/user_details?userid=hLjAAlFrOfFk9zhoXpe6zQ', 'image_url': None, 'name': 'Raphael M.'}",sl62Q73wKviAZRJUMy3ryw
HI5m1lg2qhzJQHlLBhip6g,https://www.yelp.com/biz/chez-claude-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=HI5m1lg2qhzJQHlLBhip6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I really enjoyed the food here, though some dishes were a bit salty for my taste. The ambiance was awesome - very upscale but in that wonderfully laid back...",4,2023-09-16 04:53:45,"{'id': 'bsFdQ_r7fUbFBPyXM06Phg', 'profile_url': 'https://www.yelp.com/user_details?userid=bsFdQ_r7fUbFBPyXM06Phg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/nEA-1iE5IuZhKmC08cMowg/o.jpg', 'name': 'Ried S.'}",gMpYZ8t6fuYDam8fzG41lQ
FlmMnkRAqgyUwhEEJ3oQ6Q,https://www.yelp.com/biz/chez-claude-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=FlmMnkRAqgyUwhEEJ3oQ6Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This recommended by the 50 best of the world, not on the list but recommended. But I don't think I would recommend to my friends. You would think a upscale...",3,2023-01-21 08:34:44,"{'id': 'Pe-aZlHTn3P8NId5WDP3fQ', 'profile_url': 'https://www.yelp.com/user_details?userid=Pe-aZlHTn3P8NId5WDP3fQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/PLkNhZ6C830jA6jrJ3UCYg/o.jpg', 'name': 'Alex Z.'}",gMpYZ8t6fuYDam8fzG41lQ
zr66aBuU9tvGj3vwTohrNg,https://www.yelp.com/biz/chez-claude-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=zr66aBuU9tvGj3vwTohrNg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,An interesting blend of French and Brazilian cuisine. The dishes have a lot of flavor and interesting textures. My favorite was the steak tartare and shrimp...,5,2022-01-21 05:28:38,"{'id': 'RD365MaKbCCjpZQ2KkxROg', 'profile_url': 'https://www.yelp.com/user_details?userid=RD365MaKbCCjpZQ2KkxROg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/hOEP0hehyc9IKkrjZGt9ew/o.jpg', 'name': 'Alex H.'}",gMpYZ8t6fuYDam8fzG41lQ
I2cl-AlNF2o3KY7a5vmPPA,https://www.yelp.com/biz/camolese-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=I2cl-AlNF2o3KY7a5vmPPA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"The food is good, the personnel is lovely. They deserve a better mark than they have.",5,2019-12-30 16:03:38,"{'id': 'wN45Hzt6141pz0QsVyM0lA', 'profile_url': 'https://www.yelp.com/user_details?userid=wN45Hzt6141pz0QsVyM0lA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/92c5v_E-xMlE0FZ8rIQzBQ/o.jpg', 'name': 'Christophe C.'}",juxu6KmXGiKsbO7LziMG9g
Ox2ReCJjqYwbFf2BXNpsXA,https://www.yelp.com/biz/camolese-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Ox2ReCJjqYwbFf2BXNpsXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,I have never had worse service. I was okay with waiting forty five minutes because I had expectations that it was going to be a great experience. The...,1,2018-08-18 12:23:00,"{'id': '-GodybQI5ypKiqaHyN3qkA', 'profile_url': 'https://www.yelp.com/user_details?userid=-GodybQI5ypKiqaHyN3qkA', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/130NsNUP5clyGRZzVrnFWw/o.jpg', 'name': 'Christy L.'}",juxu6KmXGiKsbO7LziMG9g
T83xWIKg0IhjTW16mEC1iA,https://www.yelp.com/biz/camolese-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=T83xWIKg0IhjTW16mEC1iA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This place is pretty much brand new as of December 2017. Slightly higher end but comfortable both inside and out, and a terrace overlooking the Jockey...",5,2017-12-16 11:45:35,"{'id': 'jsnQHmb0ZgwihmC0IjU1OQ', 'profile_url': 'https://www.yelp.com/user_details?userid=jsnQHmb0ZgwihmC0IjU1OQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/5GpcAzj0BGOpAkaURqfRqg/o.jpg', 'name': 'Daniel I.'}",juxu6KmXGiKsbO7LziMG9g
5WS0DTFcqoB4vDUl6aEy0A,https://www.yelp.com/biz/zacks-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=5WS0DTFcqoB4vDUl6aEy0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Truly American 'style' food with interesting (and tasty) combinations.  The burgers are good though the toasted buns do not hold up to the challenge of...,4,2019-07-26 18:37:52,"{'id': 'WaHjIl7d7XFU_Bc3cv1vrg', 'profile_url': 'https://www.yelp.com/user_details?userid=WaHjIl7d7XFU_Bc3cv1vrg', 'image_url': None, 'name': 'James F.'}",uu11yfNncVGXqaTlhRtFUg
X51LzA-STU2Rj8bQMNhfog,https://www.yelp.com/biz/degrau-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=X51LzA-STU2Rj8bQMNhfog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Quite an interesting experience. You walk into this place and it appears as though its an old-school, five-star establishment except we were in flip flops...",3,2019-04-12 21:19:51,"{'id': 'sgSy3pBULfKuVLgHzitwQg', 'profile_url': 'https://www.yelp.com/user_details?userid=sgSy3pBULfKuVLgHzitwQg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/f1BUx_m0FBdZz8gHC-__rQ/o.jpg', 'name': 'Tash B.'}",vB9DVLh5yKvrmMxi3jwNFw
-vdgF35Gg-ooEf0TCjo5wg,https://www.yelp.com/biz/degrau-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=-vdgF35Gg-ooEf0TCjo5wg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Degraus has a very old-school vibe to it. The servers are very formal.. this is the kind of place your father takes you to...keep it simple, keep it...",5,2017-09-20 10:48:24,"{'id': 'HSYy-mpno0D2uHKvMCJb1Q', 'profile_url': 'https://www.yelp.com/user_details?userid=HSYy-mpno0D2uHKvMCJb1Q', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/bnDJJA8Z9JdKdkoO3Njxkg/o.jpg', 'name': 'Angel B.'}",vB9DVLh5yKvrmMxi3jwNFw
bd8zaf2YL2wx2c8LJYpuLA,https://www.yelp.com/biz/degrau-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=bd8zaf2YL2wx2c8LJYpuLA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"No reviews for this place really? Came in initially for the wk end feijoada, but opted for grilled octopus over broccoli. This is more of a classic...",5,2015-10-29 15:30:17,"{'id': 'FHbkgH0BuUQTjvXEZps3fw', 'profile_url': 'https://www.yelp.com/user_details?userid=FHbkgH0BuUQTjvXEZps3fw', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/aDPVIpVhHFDUEvgqV5z-OQ/o.jpg', 'name': 'Van Cac Thi T.'}",vB9DVLh5yKvrmMxi3jwNFw
7a4ck1YCBSIXW_4OUKGBIA,https://www.yelp.com/biz/le-vin-bistro-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=7a4ck1YCBSIXW_4OUKGBIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Le Vin is one of the few French Bistros in Rio de Janeiro. And as such, not a half bad one. 

My regular order there, aside the devilishly divine couvert of...",4,2013-09-05 10:13:32,"{'id': 'rkR4nD-7sVZSySd_Zuy9-Q', 'profile_url': 'https://www.yelp.com/user_details?userid=rkR4nD-7sVZSySd_Zuy9-Q', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/IexGhQtoc4tQ0G1VqR1j7Q/o.jpg', 'name': 'Kadi P.'}",eLltZUakPwhOGsEDb-pYFA
NZnd5jGwamL1bOqFE-ZAqQ,https://www.yelp.com/biz/azur-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=NZnd5jGwamL1bOqFE-ZAqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Looks like a basic beach food stand but it blew our expectations! We came for the ambience after seeing reviews on TripAdvisor, which were good but still...",5,2022-05-24 06:46:09,"{'id': 'ZWZNM_OOAGj_fZXX3k-pCQ', 'profile_url': 'https://www.yelp.com/user_details?userid=ZWZNM_OOAGj_fZXX3k-pCQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/W97b-3-hj7Dp5BGulp_Nog/o.jpg', 'name': 'Chloe L.'}",EuNRIdI_IvtwJlZIbhUeww
XoIRerjDCchW4i1r6_A6OA,https://www.yelp.com/biz/azur-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=XoIRerjDCchW4i1r6_A6OA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Located in Leblon, directly on the beach road, this quiosque (kiosk) boasts a seafood menu that includes oysters. It has been my experience that raw oysters...",4,2021-07-31 09:16:13,"{'id': 'EWuxEwc0slxAT-IN9aCmWA', 'profile_url': 'https://www.yelp.com/user_details?userid=EWuxEwc0slxAT-IN9aCmWA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/QG1zX6IvXRGGxp7UBEWHWw/o.jpg', 'name': 'Dani S.'}",EuNRIdI_IvtwJlZIbhUeww
lwyu67UrTgi238zCekUbGQ,https://www.yelp.com/biz/l-entrec%C3%B4te-de-paris-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=lwyu67UrTgi238zCekUbGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,beef and fries! endless fries! plus a salad to be healthy :) the service is always attentive and they provide great suggestions for desserts and drinks.  we...,4,2016-10-28 03:26:54,"{'id': '52R6YBCMU0yycOHKcnTXhA', 'profile_url': 'https://www.yelp.com/user_details?userid=52R6YBCMU0yycOHKcnTXhA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/EmOTGVlZxFTXNIykdZHDZg/o.jpg', 'name': 'Luciana Y.'}",SYgDua8vxXXGUocIE7mJuw
VXShMjTvTpB7caBFymPv-A,https://www.yelp.com/biz/l-entrec%C3%B4te-de-paris-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=VXShMjTvTpB7caBFymPv-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"They've only got one thing on the menu - steak with fries and a mustard sauce (Steak-Frites) - but it's so good you won't want anything else.

Went here for...",4,2015-03-17 12:26:47,"{'id': 'ZbgS4WttNQLyYn9zRD_htg', 'profile_url': 'https://www.yelp.com/user_details?userid=ZbgS4WttNQLyYn9zRD_htg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/8teOujcQgczAuwwtDZ8Tug/o.jpg', 'name': 'Ryan A.'}",SYgDua8vxXXGUocIE7mJuw
7Pe5HTP5H0XuWy8pqfGAmQ,https://www.yelp.com/biz/restaurante-da-pra%C3%A7a-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=7Pe5HTP5H0XuWy8pqfGAmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This is a great local point in Rio to drink with friends and to find attractive people to flirt with. The ""queijo coalho"" and the ""croquet of feijoada"" is...",5,2016-11-24 14:24:37,"{'id': 'dV4RJbS5AARppHnAFAHUTA', 'profile_url': 'https://www.yelp.com/user_details?userid=dV4RJbS5AARppHnAFAHUTA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/Dd8_k5AJOnt6qp2Ctntf8g/o.jpg', 'name': 'Olavo L.'}",bHm_q5emzivYXTBH0Ndspw
E5PjbEaCfS5PF5D2t1b78A,https://www.yelp.com/biz/fellini-restaurante-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=E5PjbEaCfS5PF5D2t1b78A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This was close to our AirBnB in rio. Its hard to review a place like this as its a ""pay per kilo"" restaurant. The expectations in terms of service and...",3,2017-09-20 10:30:27,"{'id': 'HSYy-mpno0D2uHKvMCJb1Q', 'profile_url': 'https://www.yelp.com/user_details?userid=HSYy-mpno0D2uHKvMCJb1Q', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/bnDJJA8Z9JdKdkoO3Njxkg/o.jpg', 'name': 'Angel B.'}",d0rN7iuEdzV9B5xLAbFCQA
Nkql_DIAZ2byrdYWcYHljA,https://www.yelp.com/biz/fellini-restaurante-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Nkql_DIAZ2byrdYWcYHljA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"First pay per kilo restaurant in Brazil, on my last day in Brazil :-( the food was ok but a bit pricey (90BRL per kilo). My friends told me it was...",3,2015-12-20 13:35:32,"{'id': 'qeiNSrOuBWtdSGbP6B9uyA', 'profile_url': 'https://www.yelp.com/user_details?userid=qeiNSrOuBWtdSGbP6B9uyA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/dTihJxJcUvLXqfYVx2uIOw/o.jpg', 'name': 'Fabien L.'}",d0rN7iuEdzV9B5xLAbFCQA
WWwJSAri_A2O7Hp9Gx5dwQ,https://www.yelp.com/biz/fellini-restaurante-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=WWwJSAri_A2O7Hp9Gx5dwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,We really wanted to get something quick and easy for dinner and thought a kilo place would be good. There were signs on the street corners pointing to this...,3,2014-08-03 17:29:39,"{'id': 'gPh8rpoOq2hjyhF2pAdn2A', 'profile_url': 'https://www.yelp.com/user_details?userid=gPh8rpoOq2hjyhF2pAdn2A', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/mhcT5P44VrzXPh52YvfoVw/o.jpg', 'name': 'Lillian C.'}",d0rN7iuEdzV9B5xLAbFCQA
